variant,drift_class,output_equivalent,period_index,modified,state,n_failed_predicates,first_failed_level,first_failed_predicate,shift_pct,single_alarm,sustained_shift_pct,sustained_alarm
STR_grain_split,structural,False,22,True,mismatch_escalation,2,L3,key_uniqueness,6.3857,False,3.4112,False
STR_grain_split,structural,False,23,True,mismatch_escalation,2,L3,key_uniqueness,4.3393,False,3.4556,False
STR_drop_column,structural,False,12,True,mismatch_escalation,2,L1,column_names,2.4261,False,-0.6856,False
STR_drop_column,structural,False,13,True,mismatch_escalation,2,L1,column_names,16.1863,True,3.5898,False
STR_drop_column,structural,False,14,True,mismatch_escalation,2,L1,column_names,13.0214,False,5.4872,False
STR_drop_column,structural,False,15,True,mismatch_escalation,2,L1,column_names,-0.3171,False,6.0328,False
STR_drop_column,structural,False,16,True,mismatch_escalation,2,L1,column_names,1.0333,False,6.2585,False
STR_drop_column,structural,False,17,True,mismatch_escalation,2,L1,column_names,4.0732,False,6.0705,False
STR_drop_column,structural,False,18,True,mismatch_escalation,2,L1,column_names,1.112,False,5.8515,False
STR_drop_column,structural,False,19,True,mismatch_escalation,2,L1,column_names,-3.0347,False,2.648,False
STR_drop_column,structural,False,20,True,mismatch_escalation,2,L1,column_names,2.8592,False,0.9543,False
STR_drop_column,structural,False,21,True,mismatch_escalation,2,L1,column_names,9.072,False,2.5191,False
STR_drop_column,structural,False,22,True,mismatch_escalation,2,L1,column_names,6.3857,False,3.4112,False
STR_drop_column,structural,False,23,True,mismatch_escalation,2,L1,column_names,4.3393,False,3.4556,False
STR_header_offset,structural,False,12,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,13,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,14,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,15,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,16,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,17,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,18,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,19,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,20,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,21,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,22,True,mismatch_escalation,6,L1,column_names,,,,
STR_header_offset,structural,False,23,True,mismatch_escalation,6,L1,column_names,,,,
SEM_invisible,semantic,False,12,False,authorized,0,,,2.4261,False,-0.6856,False
SEM_invisible,semantic,False,13,False,mismatch_escalation,0,,,16.1863,True,3.5898,False
SEM_invisible,semantic,False,14,False,authorized,0,,,13.0214,False,5.4872,False
SEM_invisible,semantic,False,15,False,authorized,0,,,-0.3171,False,6.0328,False
SEM_invisible,semantic,False,16,False,authorized,0,,,1.0333,False,6.2585,False
SEM_invisible,semantic,False,17,False,authorized,0,,,4.0732,False,6.0705,False
SEM_invisible,semantic,False,18,True,authorized,0,,,4.5149,False,6.4187,False
SEM_invisible,semantic,False,19,False,authorized,0,,,-3.0347,False,3.2152,False
SEM_invisible,semantic,False,20,False,authorized,0,,,2.8592,False,1.5214,False
SEM_invisible,semantic,False,21,False,authorized,0,,,9.072,False,3.0863,False
SEM_invisible,semantic,False,22,False,authorized,0,,,6.3857,False,3.9784,False
SEM_invisible,semantic,False,23,False,authorized,0,,,4.3393,False,4.0227,False
SEM_obvious,semantic,False,12,False,authorized,0,,,2.4261,False,-0.6856,False
SEM_obvious,semantic,False,13,False,mismatch_escalation,0,,,16.1863,True,3.5898,False
SEM_obvious,semantic,False,14,False,authorized,0,,,13.0214,False,5.4872,False
SEM_obvious,semantic,False,15,False,authorized,0,,,-0.3171,False,6.0328,False
SEM_obvious,semantic,False,16,False,authorized,0,,,1.0333,False,6.2585,False
SEM_obvious,semantic,False,17,False,authorized,0,,,4.0732,False,6.0705,False
SEM_obvious,semantic,False,18,True,mismatch_escalation,0,,,57.8274,True,15.3041,True
SEM_obvious,semantic,False,19,False,mismatch_escalation,0,,,-3.0347,False,12.1006,True
SEM_obvious,semantic,False,20,False,mismatch_escalation,0,,,2.8592,False,10.4069,True
SEM_obvious,semantic,False,21,False,mismatch_escalation,0,,,9.072,False,11.9717,True
SEM_obvious,semantic,False,22,False,mismatch_escalation,0,,,6.3857,False,12.8638,True
SEM_obvious,semantic,False,23,False,mismatch_escalation,0,,,4.3393,False,12.9081,True
SEM_creep,semantic,False,12,True,authorized,0,,,5.8732,False,-0.1111,False
SEM_creep,semantic,False,13,True,mismatch_escalation,0,,,20.0966,True,4.816,False
SEM_creep,semantic,False,14,True,mismatch_escalation,0,,,16.825,True,7.3474,False
SEM_creep,semantic,False,15,True,mismatch_escalation,0,,,3.0378,False,8.4521,True
SEM_creep,semantic,False,16,True,mismatch_escalation,0,,,4.4336,False,9.2445,True
SEM_creep,semantic,False,17,True,mismatch_escalation,0,,,7.5757,False,9.6403,True
SEM_creep,semantic,False,18,True,mismatch_escalation,0,,,4.5149,False,9.4139,True
SEM_creep,semantic,False,19,True,authorized,0,,,0.2287,False,6.1026,False
SEM_creep,semantic,False,20,True,authorized,0,,,6.3209,False,4.3519,False
SEM_creep,semantic,False,21,True,authorized,0,,,12.7429,False,5.9694,False
SEM_creep,semantic,False,22,True,authorized,0,,,9.9661,False,6.8915,False
SEM_creep,semantic,False,23,True,authorized,0,,,7.8509,False,6.9374,False
