report_period,article_sku,quantity,unit_price,amount,freight
2025-07,ART-0066,5,37.11,277.41,5.06
2025-07,ART-0067,12,14.16,291.91,6.72
2025-07,ART-0068,18,72.5,1920.59,33.91
2025-07,ART-0069,6,14.96,128.79,2.15
2025-07,ART-0070,5,43.4,353.51,7.52
2025-07,ART-0071,15,7.47,164.51,2.89
2025-07,ART-0072,16,23.33,578.23,11.29
2025-07,ART-0073,11,19.39,332.01,6.54
2025-07,ART-0074,5,22.7,179.22,3.62
2025-07,ART-0075,9,41.49,601.42,12.56
2025-07,ART-0076,8,13.37,176.12,3.81
2025-07,ART-0077,4,14.69,86.72,1.54
2025-07,ART-0078,27,19.56,779.91,13.87
2025-07,ART-0080,11,37.14,659.42,13.82
2025-07,ART-0081,4,14.61,84.94,1.46
2025-07,ART-0082,19,49.82,1483.56,29.58
2025-07,ART-0083,17,18.38,491.09,9.84
2025-07,ART-0084,15,15.63,344.82,6.08
2025-07,ART-0086,17,24.39,649.35,12.93
2025-07,ART-0087,9,27.81,390.98,7.75
2025-07,ART-0088,25,21.76,887.46,18.92
2025-07,ART-0089,9,38.71,576.4,12.56
2025-07,ART-0090,8,22.76,271.03,4.9
2025-07,ART-0091,18,20.39,602.11,12.95
2025-07,ART-0092,15,30.93,763.66,16.51
2025-07,ART-0093,6,13.82,130.3,2.61
2025-07,ART-0095,19,13.68,394.44,7.41
2025-07,ART-0096,20,14.52,459.05,9.29
2025-07,ART-0097,31,31.04,1366.52,22.27
2025-07,ART-0098,4,24.08,144.06,2.63
2025-07,ART-0100,9,9.56,136.33,2.77
2025-07,ART-0101,20,22.52,701.1,13.81
2025-07,ART-0102,17,21.88,541.51,9.34
2025-07,ART-0103,12,14.22,257.96,4.81
2025-07,ART-0104,11,21.33,381.85,8.11
2025-07,ART-0105,11,7.24,127.38,2.63
2025-07,ART-0106,16,35.99,933.65,19.71
2025-07,ART-0107,26,33.26,1346.37,26.53
2025-07,ART-0108,6,18.92,188.86,4.15
2025-07,ART-0109,11,20.32,323.18,5.49
2025-07,ART-0110,25,11.59,460.94,9.43
2025-07,ART-0111,18,27.87,790.12,15.89
2025-07,ART-0112,7,18.11,193.39,3.67
2025-07,ART-0114,8,25.39,317.85,6.32
2025-07,ART-0115,5,18.93,149.47,3.02
2025-07,ART-0116,13,13.19,252.98,4.49
2025-07,ART-0117,29,37.83,1583.22,26.78
2025-07,ART-0118,9,15.97,230.14,4.76
2025-07,ART-0119,3,34.37,155.21,2.87
2025-07,ART-0120,19,10.7,297.52,5.19
2025-07,ART-0121,16,11.37,318.43,7.52
2025-07,ART-0122,10,23.2,374.5,7.85
2025-07,ART-0123,7,18.4,208.31,4.38
2025-07,ART-0124,12,11.51,200.75,3.45
2025-07,ART-0126,10,17.56,306.31,7.2
2025-07,ART-0127,11,18.4,324.94,6.75
2025-07,ART-0128,11,9.85,167.53,3.26
2025-07,ART-0129,10,36.73,610.01,13.37
2025-07,ART-0130,8,49.77,641.78,13.42
2025-07,ART-0131,6,34.04,315.7,6.14
2025-07,ART-0132,7,30.71,355.66,7.75
2025-07,ART-0133,6,13.26,127.49,2.64
2025-07,ART-0135,14,12.76,277.94,5.47
2025-07,ART-0136,25,24.05,893.16,16.08
2025-07,ART-0137,10,20.83,295.62,4.81
2025-07,ART-0138,7,15.9,193.17,4.51
2025-07,ART-0139,18,15.94,468.82,10.02
2025-07,ART-0140,4,18.94,119.15,2.39
2025-07,ART-0141,3,18.84,84.11,1.52
2025-07,ART-0142,3,23.56,112.07,2.28
2025-07,ART-0143,10,18.86,325.11,7.52
2025-07,ART-0144,12,19.05,365.48,7.54
2025-07,ART-0145,16,24.45,589.62,10.93
2025-07,ART-0146,4,11.69,70.72,1.32
2025-07,ART-0148,27,27.91,1129.71,20.72
2025-07,ART-0149,6,16.73,151.39,2.81
