freight,amount,unit_price,quantity,article_sku,report_period
4.22,124.61,7.33,17,ART-0051,2025-04
1.83,64.32,21.44,3,ART-0052,2025-04
16.89,501.6,15.2,33,ART-0053,2025-04
4.77,172.81,15.71,11,ART-0054,2025-04
5.2,155.8,15.58,10,ART-0055,2025-04
21.3,598.71,28.51,21,ART-0056,2025-04
23.37,669.76,23.92,28,ART-0057,2025-04
13.73,478.56,39.88,12,ART-0058,2025-04
5.72,134.42,10.34,13,ART-0059,2025-04
3.62,116.7,19.45,6,ART-0061,2025-04
2.86,82.24,20.56,4,ART-0062,2025-04
5.58,189.3,12.62,15,ART-0064,2025-04
18.68,581.22,32.29,18,ART-0065,2025-04
4.6,151.8,37.95,4,ART-0066,2025-04
4.62,124.47,13.83,9,ART-0067,2025-04
25.33,799.48,72.68,11,ART-0068,2025-04
5.16,182.52,15.21,12,ART-0069,2025-04
6.39,216.65,43.33,5,ART-0070,2025-04
13.41,402.73,23.69,17,ART-0072,2025-04
2.95,89.68,22.42,4,ART-0074,2025-04
11.54,285.11,40.73,7,ART-0075,2025-04
2.96,92.75,13.25,7,ART-0076,2025-04
2.23,73.4,14.68,5,ART-0077,2025-04
7.33,238.44,19.87,12,ART-0078,2025-04
1.59,55.64,13.91,4,ART-0079,2025-04
19.14,633.42,37.26,17,ART-0080,2025-04
2.3,70.85,14.17,5,ART-0081,2025-04
26.77,797.76,49.86,16,ART-0082,2025-04
10.07,290.08,18.13,16,ART-0083,2025-04
15.31,469.87,24.73,19,ART-0086,2025-04
1.86,56.62,28.31,2,ART-0087,2025-04
8.68,301.0,21.5,14,ART-0088,2025-04
11.89,388.1,38.81,10,ART-0089,2025-04
6.14,178.4,22.3,8,ART-0090,2025-04
20.15,669.24,20.28,33,ART-0091,2025-04
22.92,752.16,31.34,24,ART-0092,2025-04
2.34,69.3,13.86,5,ART-0093,2025-04
4.36,133.68,11.14,12,ART-0094,2025-04
4.84,147.95,13.45,11,ART-0095,2025-04
3.17,95.08,23.77,4,ART-0098,2025-04
1.95,78.24,9.78,8,ART-0100,2025-04
17.71,513.82,22.34,23,ART-0101,2025-04
15.48,427.5,22.5,19,ART-0102,2025-04
6.89,206.25,13.75,15,ART-0103,2025-04
5.21,176.88,22.11,8,ART-0104,2025-04
2.4,93.21,7.17,13,ART-0105,2025-04
23.34,865.68,36.07,24,ART-0106,2025-04
15.23,495.9,33.06,15,ART-0107,2025-04
4.69,152.4,19.05,8,ART-0108,2025-04
3.98,101.55,20.31,5,ART-0109,2025-04
8.3,266.34,11.58,23,ART-0110,2025-04
13.07,387.8,27.7,14,ART-0111,2025-04
2.23,71.76,17.94,4,ART-0112,2025-04
11.07,392.15,17.05,23,ART-0113,2025-04
3.62,117.27,13.03,9,ART-0116,2025-04
50.83,1602.18,37.26,43,ART-0117,2025-04
4.41,109.83,15.69,7,ART-0118,2025-04
5.04,208.5,34.75,6,ART-0119,2025-04
6.46,243.8,10.6,23,ART-0120,2025-04
10.3,278.64,23.22,12,ART-0122,2025-04
5.77,162.54,18.06,9,ART-0123,2025-04
14.16,420.21,14.49,29,ART-0125,2025-04
6.22,207.24,18.84,11,ART-0127,2025-04
2.99,88.02,9.78,9,ART-0128,2025-04
12.97,436.68,36.39,12,ART-0129,2025-04
10.91,397.12,49.64,8,ART-0130,2025-04
5.22,204.12,34.02,6,ART-0131,2025-04
7.99,248.24,31.03,8,ART-0132,2025-04
3.91,118.89,13.21,9,ART-0133,2025-04
6.67,223.38,13.14,17,ART-0135,2025-04
18.9,504.63,24.03,21,ART-0136,2025-04
6.25,191.16,21.24,9,ART-0137,2025-04
4.43,190.2,15.85,12,ART-0138,2025-04
7.25,319.8,15.99,20,ART-0139,2025-04
2.15,76.68,19.17,4,ART-0140,2025-04
2.99,116.7,23.34,5,ART-0142,2025-04
5.52,188.7,18.87,10,ART-0143,2025-04
3.86,134.68,19.24,7,ART-0144,2025-04
12.62,413.44,24.32,17,ART-0145,2025-04
1.52,57.2,11.44,5,ART-0146,2025-04
37.99,1068.94,28.13,38,ART-0148,2025-04
4.73,185.02,16.82,11,ART-0149,2025-04
