report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-03,ART-0077,6,14.73,0.0,88.38,3.42
2025-03,ART-0078,20,20.1,0.0,402.0,10.21
2025-03,ART-0079,6,13.77,0.0,82.62,2.25
2025-03,ART-0081,4,14.2,0.0,56.8,1.33
2025-03,ART-0082,17,49.47,0.0,840.99,25.14
2025-03,ART-0083,18,18.14,0.0,326.52,11.43
2025-03,ART-0084,21,15.66,0.0,328.86,10.65
2025-03,ART-0085,30,50.45,0.0,1513.5,44.55
2025-03,ART-0088,23,21.37,0.0,491.51,16.37
2025-03,ART-0089,8,39.22,0.0,313.76,9.5
2025-03,ART-0090,21,22.68,0.0,476.28,15.41
2025-03,ART-0091,20,20.37,0.0,407.4,15.16
2025-03,ART-0092,24,31.16,0.0,747.84,20.39
2025-03,ART-0093,8,13.84,0.0,110.72,3.02
2025-03,ART-0094,13,11.51,0.0,149.63,4.46
2025-03,ART-0095,17,13.71,0.0,233.07,6.17
2025-03,ART-0099,3,24.48,0.0,73.44,2.08
2025-03,ART-0100,7,9.73,0.0,68.11,1.98
2025-03,ART-0101,15,22.47,0.0,337.05,12.28
2025-03,ART-0102,13,22.51,0.0,292.63,7.38
2025-03,ART-0103,17,14.06,0.0,239.02,6.68
2025-03,ART-0105,9,7.15,0.0,64.35,2.03
2025-03,ART-0106,20,35.62,0.0,712.4,21.19
2025-03,ART-0107,18,33.42,0.0,601.56,19.23
2025-03,ART-0108,6,19.15,0.0,114.9,3.97
2025-03,ART-0109,5,20.21,0.0,101.05,3.16
2025-03,ART-0110,24,11.58,0.0,277.92,8.85
2025-03,ART-0111,15,27.8,0.0,417.0,12.85
2025-03,ART-0112,5,17.92,0.0,89.6,2.4
2025-03,ART-0113,43,17.26,0.0,742.18,25.82
2025-03,ART-0114,5,25.37,0.0,126.85,3.73
2025-03,ART-0115,6,19.16,0.0,114.96,4.12
2025-03,ART-0116,13,13.0,0.0,169.0,5.96
2025-03,ART-0117,29,37.1,0.0,1075.9,32.07
2025-03,ART-0118,9,15.72,0.0,141.48,3.3
2025-03,ART-0119,5,34.57,0.0,172.85,6.08
2025-03,ART-0120,15,10.62,0.0,159.3,5.24
2025-03,ART-0121,19,11.6,0.0,220.4,7.16
2025-03,ART-0122,11,23.23,0.0,255.53,7.16
2025-03,ART-0123,7,17.96,0.0,125.72,3.47
2025-03,ART-0124,15,11.51,0.0,172.65,4.88
2025-03,ART-0125,33,14.32,0.0,472.56,12.23
2025-03,ART-0126,12,17.95,0.0,215.4,6.0
2025-03,ART-0127,11,19.05,0.0,209.55,6.44
2025-03,ART-0128,10,9.66,0.0,96.6,2.95
2025-03,ART-0129,10,36.51,0.0,365.1,12.11
2025-03,ART-0130,7,49.53,0.0,346.71,11.29
2025-03,ART-0131,7,34.18,0.0,239.26,8.05
2025-03,ART-0132,8,30.61,0.0,244.88,6.85
2025-03,ART-0133,8,13.21,0.0,105.68,3.03
2025-03,ART-0134,5,17.08,0.0,85.4,2.33
2025-03,ART-0135,19,13.12,0.0,249.28,6.5
2025-03,ART-0136,18,24.38,0.0,438.84,16.13
2025-03,ART-0137,5,20.98,0.0,104.9,3.41
2025-03,ART-0138,11,16.11,0.0,177.21,5.5
2025-03,ART-0139,18,16.27,0.0,292.86,9.92
2025-03,ART-0140,4,19.04,0.0,76.16,2.1
2025-03,ART-0141,5,18.55,0.0,92.75,3.03
2025-03,ART-0143,8,19.19,0.0,153.52,4.32
2025-03,ART-0144,9,19.35,0.0,174.15,6.01
2025-03,ART-0145,16,23.94,0.0,383.04,13.07
2025-03,ART-0147,11,26.28,0.0,289.08,9.67
2025-03,ART-0148,28,28.5,0.0,798.0,23.05
2025-03,ART-0149,12,16.64,0.0,199.68,6.65
