report_period,article_sku,quantity,unit_price,amount,freight
2025-04,ART-0081,5,14.17,73.32,2.3
2025-04,ART-0082,16,49.86,826.54,26.77
2025-04,ART-0083,16,18.13,300.9,10.07
2025-04,ART-0086,19,24.73,486.33,15.31
2025-04,ART-0087,2,28.31,58.62,1.86
2025-04,ART-0088,14,21.5,310.33,8.68
2025-04,ART-0089,10,38.81,400.88,11.89
2025-04,ART-0090,8,22.3,185.0,6.14
2025-04,ART-0091,33,20.28,690.9,20.15
2025-04,ART-0092,24,31.34,776.8,22.92
2025-04,ART-0093,5,13.86,71.82,2.34
2025-04,ART-0094,12,11.14,138.37,4.36
2025-04,ART-0095,11,13.45,153.15,4.84
2025-04,ART-0098,4,23.77,98.49,3.17
2025-04,ART-0100,8,9.78,80.34,1.95
2025-04,ART-0101,23,22.34,532.86,17.71
2025-04,ART-0102,19,22.5,444.14,15.48
2025-04,ART-0103,15,13.75,213.66,6.89
2025-04,ART-0104,8,22.11,182.48,5.21
2025-04,ART-0105,13,7.17,95.79,2.4
2025-04,ART-0106,24,36.07,890.77,23.34
2025-04,ART-0107,15,33.06,512.27,15.23
2025-04,ART-0108,8,19.05,157.44,4.69
2025-04,ART-0109,5,20.31,105.83,3.98
2025-04,ART-0110,23,11.58,275.26,8.3
2025-04,ART-0111,14,27.7,401.85,13.07
2025-04,ART-0112,4,17.94,74.16,2.23
2025-04,ART-0113,23,17.05,404.05,11.07
2025-04,ART-0116,9,13.03,121.16,3.62
2025-04,ART-0117,43,37.26,1656.82,50.83
2025-04,ART-0118,7,15.69,114.57,4.41
2025-04,ART-0119,6,34.75,213.92,5.04
2025-04,ART-0120,23,10.6,250.74,6.46
2025-04,ART-0122,12,23.22,289.71,10.3
2025-04,ART-0123,9,18.06,168.74,5.77
2025-04,ART-0125,29,14.49,435.43,14.16
2025-04,ART-0127,11,18.84,213.93,6.22
2025-04,ART-0128,9,9.78,91.23,2.99
2025-04,ART-0129,12,36.39,450.62,12.97
2025-04,ART-0130,8,49.64,408.85,10.91
2025-04,ART-0131,6,34.02,209.73,5.22
2025-04,ART-0132,8,31.03,256.83,7.99
2025-04,ART-0133,9,13.21,123.09,3.91
2025-04,ART-0135,17,13.14,230.55,6.67
2025-04,ART-0136,21,24.03,524.95,18.9
2025-04,ART-0137,9,21.24,197.88,6.25
2025-04,ART-0138,12,15.85,194.96,4.43
2025-04,ART-0139,20,15.99,327.59,7.25
2025-04,ART-0140,4,19.17,78.99,2.15
2025-04,ART-0142,5,23.34,119.91,2.99
2025-04,ART-0143,10,18.87,194.63,5.52
2025-04,ART-0144,7,19.24,138.83,3.86
2025-04,ART-0145,17,24.32,427.01,12.62
2025-04,ART-0146,5,11.44,58.83,1.52
2025-04,ART-0148,38,28.13,1109.78,37.99
2025-04,ART-0149,11,16.82,190.1,4.73
