report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-09,ART-0044,29,11.57,0.0,335.53,8.45
2025-09,ART-0045,5,14.41,0.0,72.05,2.48
2025-09,ART-0046,14,23.58,0.0,330.12,13.11
2025-09,ART-0049,7,42.57,0.0,297.99,9.97
2025-09,ART-0050,10,33.05,0.0,330.5,11.05
2025-09,ART-0051,19,7.17,0.0,136.23,3.47
2025-09,ART-0052,4,21.14,0.0,84.56,2.58
2025-09,ART-0053,26,15.45,0.0,401.7,11.28
2025-09,ART-0054,14,15.57,0.0,217.98,8.72
2025-09,ART-0055,14,15.33,0.0,214.62,5.99
2025-09,ART-0056,22,28.55,0.0,628.1,17.61
2025-09,ART-0057,22,23.85,0.0,524.7,16.09
2025-09,ART-0058,14,39.93,0.0,559.02,11.78
2025-09,ART-0059,16,10.06,0.0,160.96,4.46
2025-09,ART-0061,12,19.46,0.0,233.52,6.29
2025-09,ART-0063,15,15.57,0.0,233.55,7.47
2025-09,ART-0064,12,12.69,0.0,152.28,5.1
2025-09,ART-0065,14,32.41,0.0,453.74,12.0
2025-09,ART-0066,6,37.77,0.0,226.62,6.75
2025-09,ART-0067,25,13.83,0.0,345.75,9.4
2025-09,ART-0068,11,71.75,0.0,789.25,19.29
2025-09,ART-0069,10,15.11,0.0,151.1,6.11
2025-09,ART-0070,8,43.3,0.0,346.4,13.4
2025-09,ART-0071,10,7.37,0.0,73.7,2.66
2025-09,ART-0072,19,23.42,0.0,444.98,13.35
2025-09,ART-0074,6,22.63,0.0,135.78,3.28
2025-09,ART-0075,7,40.44,0.0,283.08,7.34
2025-09,ART-0077,4,14.63,0.0,58.52,2.01
2025-09,ART-0078,16,19.95,0.0,319.2,9.91
2025-09,ART-0080,26,36.82,0.0,957.32,28.38
2025-09,ART-0082,12,50.43,0.0,605.16,17.24
2025-09,ART-0083,20,18.0,0.0,360.0,11.57
2025-09,ART-0084,12,15.86,0.0,190.32,6.33
2025-09,ART-0087,7,27.27,0.0,190.89,6.64
2025-09,ART-0088,25,21.46,0.0,536.5,15.78
2025-09,ART-0090,9,22.7,0.0,204.3,5.54
2025-09,ART-0091,21,20.14,0.0,422.94,12.09
2025-09,ART-0093,10,13.88,0.0,138.8,3.9
2025-09,ART-0094,7,11.42,0.0,79.94,2.51
2025-09,ART-0095,18,13.43,0.0,241.74,6.86
2025-09,ART-0096,26,14.44,0.0,375.44,11.01
2025-09,ART-0097,16,31.02,0.0,496.32,18.28
2025-09,ART-0099,6,24.1,0.0,144.6,5.23
2025-09,ART-0100,10,9.67,0.0,96.7,2.95
2025-09,ART-0101,18,22.45,0.0,404.1,11.28
2025-09,ART-0102,21,22.68,0.0,476.28,16.06
2025-09,ART-0103,16,13.88,0.0,222.08,6.13
2025-09,ART-0104,10,21.44,0.0,214.4,4.9
2025-09,ART-0105,6,7.21,0.0,43.26,1.34
2025-09,ART-0107,18,32.94,0.0,592.92,17.75
2025-09,ART-0108,6,19.25,0.0,115.5,3.7
2025-09,ART-0109,6,20.19,0.0,121.14,3.2
2025-09,ART-0110,33,11.75,0.0,387.75,11.88
2025-09,ART-0111,24,27.74,0.0,665.76,19.6
2025-09,ART-0112,8,17.84,0.0,142.72,4.92
2025-09,ART-0113,23,17.03,0.0,391.69,11.08
2025-09,ART-0114,9,25.32,0.0,227.88,6.44
2025-09,ART-0115,5,19.14,0.0,95.7,3.03
2025-09,ART-0116,14,13.22,0.0,185.08,4.59
2025-09,ART-0117,21,37.91,0.0,796.11,19.55
2025-09,ART-0118,10,15.53,0.0,155.3,5.22
2025-09,ART-0119,5,35.02,0.0,175.1,4.46
2025-09,ART-0120,11,10.7,0.0,117.7,3.64
2025-09,ART-0121,23,11.65,0.0,267.95,10.2
2025-09,ART-0122,22,22.99,0.0,505.78,18.39
2025-09,ART-0123,7,17.78,0.0,124.46,3.52
2025-09,ART-0124,20,11.76,0.0,235.2,5.88
2025-09,ART-0125,17,14.43,0.0,245.31,7.42
2025-09,ART-0126,8,17.8,0.0,142.4,4.47
2025-09,ART-0127,14,18.58,0.0,260.12,9.06
2025-09,ART-0128,15,9.8,0.0,147.0,4.04
2025-09,ART-0129,9,36.04,0.0,324.36,12.44
2025-09,ART-0130,6,50.25,0.0,301.5,10.15
2025-09,ART-0131,8,34.19,0.0,273.52,8.8
2025-09,ART-0133,7,13.33,0.0,93.31,2.74
2025-09,ART-0134,7,17.04,0.0,119.28,4.37
2025-09,ART-0135,15,13.15,0.0,197.25,6.11
2025-09,ART-0136,24,24.34,0.0,584.16,18.09
2025-09,ART-0137,6,21.25,0.0,127.5,2.94
2025-09,ART-0139,12,16.28,0.0,195.36,5.28
2025-09,ART-0140,7,19.12,0.0,133.84,3.63
2025-09,ART-0141,4,18.55,0.0,74.2,2.7
2025-09,ART-0144,9,19.21,0.0,172.89,5.17
2025-09,ART-0145,16,23.96,0.0,383.36,11.79
2025-09,ART-0146,8,11.55,0.0,92.4,2.43
2025-09,ART-0147,14,25.89,0.0,362.46,12.49
2025-09,ART-0148,36,28.38,0.0,1021.68,31.35
2025-09,ART-0149,7,16.76,0.0,117.32,3.3
