report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-04,ART-0056,21,28.51,0.0,598.71,21.3
2025-04,ART-0057,28,23.92,0.0,669.76,23.37
2025-04,ART-0058,12,39.88,0.0,478.56,13.73
2025-04,ART-0059,13,10.34,0.0,134.42,5.72
2025-04,ART-0061,6,19.45,0.0,116.7,3.62
2025-04,ART-0062,4,20.56,0.0,82.24,2.86
2025-04,ART-0064,15,12.62,0.0,189.3,5.58
2025-04,ART-0065,18,32.29,0.0,581.22,18.68
2025-04,ART-0066,4,37.95,0.0,151.8,4.6
2025-04,ART-0067,9,13.83,0.0,124.47,4.62
2025-04,ART-0068,11,72.68,0.0,799.48,25.33
2025-04,ART-0069,12,15.21,0.0,182.52,5.16
2025-04,ART-0070,5,43.33,0.0,216.65,6.39
2025-04,ART-0072,17,23.69,0.0,402.73,13.41
2025-04,ART-0074,4,22.42,0.0,89.68,2.95
2025-04,ART-0075,7,40.73,0.0,285.11,11.54
2025-04,ART-0076,7,13.25,0.0,92.75,2.96
2025-04,ART-0077,5,14.68,0.0,73.4,2.23
2025-04,ART-0078,12,19.87,0.0,238.44,7.33
2025-04,ART-0079,4,13.91,0.0,55.64,1.59
2025-04,ART-0080,17,37.26,0.0,633.42,19.14
2025-04,ART-0081,5,14.17,0.0,70.85,2.3
2025-04,ART-0082,16,49.86,0.0,797.76,26.77
2025-04,ART-0083,16,18.13,0.0,290.08,10.07
2025-04,ART-0086,19,24.73,0.0,469.87,15.31
2025-04,ART-0087,2,28.31,0.0,56.62,1.86
2025-04,ART-0088,14,21.5,0.0,301.0,8.68
2025-04,ART-0089,10,38.81,0.0,388.1,11.89
2025-04,ART-0090,8,22.3,0.0,178.4,6.14
2025-04,ART-0091,33,20.28,0.0,669.24,20.15
2025-04,ART-0092,24,31.34,0.0,752.16,22.92
2025-04,ART-0093,5,13.86,0.0,69.3,2.34
2025-04,ART-0094,12,11.14,0.0,133.68,4.36
2025-04,ART-0095,11,13.45,0.0,147.95,4.84
2025-04,ART-0098,4,23.77,0.0,95.08,3.17
2025-04,ART-0100,8,9.78,0.0,78.24,1.95
2025-04,ART-0101,23,22.34,0.0,513.82,17.71
2025-04,ART-0102,19,22.5,0.0,427.5,15.48
2025-04,ART-0103,15,13.75,0.0,206.25,6.89
2025-04,ART-0104,8,22.11,0.0,176.88,5.21
2025-04,ART-0105,13,7.17,0.0,93.21,2.4
2025-04,ART-0106,24,36.07,0.0,865.68,23.34
2025-04,ART-0107,15,33.06,0.0,495.9,15.23
2025-04,ART-0108,8,19.05,0.0,152.4,4.69
2025-04,ART-0109,5,20.31,0.0,101.55,3.98
2025-04,ART-0110,23,11.58,0.0,266.34,8.3
2025-04,ART-0111,14,27.7,0.0,387.8,13.07
2025-04,ART-0112,4,17.94,0.0,71.76,2.23
2025-04,ART-0113,23,17.05,0.0,392.15,11.07
2025-04,ART-0116,9,13.03,0.0,117.27,3.62
2025-04,ART-0117,43,37.26,0.0,1602.18,50.83
2025-04,ART-0118,7,15.69,0.0,109.83,4.41
2025-04,ART-0119,6,34.75,0.0,208.5,5.04
2025-04,ART-0120,23,10.6,0.0,243.8,6.46
2025-04,ART-0122,12,23.22,0.0,278.64,10.3
2025-04,ART-0123,9,18.06,0.0,162.54,5.77
2025-04,ART-0125,29,14.49,0.0,420.21,14.16
2025-04,ART-0127,11,18.84,0.0,207.24,6.22
2025-04,ART-0128,9,9.78,0.0,88.02,2.99
2025-04,ART-0129,12,36.39,0.0,436.68,12.97
2025-04,ART-0130,8,49.64,0.0,397.12,10.91
2025-04,ART-0131,6,34.02,0.0,204.12,5.22
2025-04,ART-0132,8,31.03,0.0,248.24,7.99
2025-04,ART-0133,9,13.21,0.0,118.89,3.91
2025-04,ART-0135,17,13.14,0.0,223.38,6.67
2025-04,ART-0136,21,24.03,0.0,504.63,18.9
2025-04,ART-0137,9,21.24,0.0,191.16,6.25
2025-04,ART-0138,12,15.85,0.0,190.2,4.43
2025-04,ART-0139,20,15.99,0.0,319.8,7.25
2025-04,ART-0140,4,19.17,0.0,76.68,2.15
2025-04,ART-0142,5,23.34,0.0,116.7,2.99
2025-04,ART-0143,10,18.87,0.0,188.7,5.52
2025-04,ART-0144,7,19.24,0.0,134.68,3.86
2025-04,ART-0145,17,24.32,0.0,413.44,12.62
2025-04,ART-0146,5,11.44,0.0,57.2,1.52
2025-04,ART-0148,38,28.13,0.0,1068.94,37.99
2025-04,ART-0149,11,16.82,0.0,185.02,4.73
