report_period,article_sku,quantity,unit_price,amount,freight
2025-03,ART-0070,9,42.99,"386,91",12.97
2025-03,ART-0072,11,23.48,"258,28",8.25
2025-03,ART-0073,10,19.21,"192,10",5.78
2025-03,ART-0074,9,22.85,"205,65",6.19
2025-03,ART-0076,9,13.25,"119,25",3.52
2025-03,ART-0077,6,14.73,"88,38",3.42
2025-03,ART-0078,20,20.1,"402,00",10.21
2025-03,ART-0079,6,13.77,"82,62",2.25
2025-03,ART-0081,4,14.2,"56,80",1.33
2025-03,ART-0082,17,49.47,"840,99",25.14
2025-03,ART-0083,18,18.14,"326,52",11.43
2025-03,ART-0084,21,15.66,"328,86",10.65
2025-03,ART-0085,30,50.45,"1 513,50",44.55
2025-03,ART-0088,23,21.37,"491,51",16.37
2025-03,ART-0089,8,39.22,"313,76",9.5
2025-03,ART-0090,21,22.68,"476,28",15.41
2025-03,ART-0091,20,20.37,"407,40",15.16
2025-03,ART-0092,24,31.16,"747,84",20.39
2025-03,ART-0093,8,13.84,"110,72",3.02
2025-03,ART-0094,13,11.51,"149,63",4.46
2025-03,ART-0095,17,13.71,"233,07",6.17
2025-03,ART-0099,3,24.48,"73,44",2.08
2025-03,ART-0100,7,9.73,"68,11",1.98
2025-03,ART-0101,15,22.47,"337,05",12.28
2025-03,ART-0102,13,22.51,"292,63",7.38
2025-03,ART-0103,17,14.06,"239,02",6.68
2025-03,ART-0105,9,7.15,"64,35",2.03
2025-03,ART-0106,20,35.62,"712,40",21.19
2025-03,ART-0107,18,33.42,"601,56",19.23
2025-03,ART-0108,6,19.15,"114,90",3.97
2025-03,ART-0109,5,20.21,"101,05",3.16
2025-03,ART-0110,24,11.58,"277,92",8.85
2025-03,ART-0111,15,27.8,"417,00",12.85
2025-03,ART-0112,5,17.92,"89,60",2.4
2025-03,ART-0113,43,17.26,"742,18",25.82
2025-03,ART-0114,5,25.37,"126,85",3.73
2025-03,ART-0115,6,19.16,"114,96",4.12
2025-03,ART-0116,13,13.0,"169,00",5.96
2025-03,ART-0117,29,37.1,"1 075,90",32.07
2025-03,ART-0118,9,15.72,"141,48",3.3
2025-03,ART-0119,5,34.57,"172,85",6.08
2025-03,ART-0120,15,10.62,"159,30",5.24
2025-03,ART-0121,19,11.6,"220,40",7.16
2025-03,ART-0122,11,23.23,"255,53",7.16
2025-03,ART-0123,7,17.96,"125,72",3.47
2025-03,ART-0124,15,11.51,"172,65",4.88
2025-03,ART-0125,33,14.32,"472,56",12.23
2025-03,ART-0126,12,17.95,"215,40",6.0
2025-03,ART-0127,11,19.05,"209,55",6.44
2025-03,ART-0128,10,9.66,"96,60",2.95
2025-03,ART-0129,10,36.51,"365,10",12.11
2025-03,ART-0130,7,49.53,"346,71",11.29
2025-03,ART-0131,7,34.18,"239,26",8.05
2025-03,ART-0132,8,30.61,"244,88",6.85
2025-03,ART-0133,8,13.21,"105,68",3.03
2025-03,ART-0134,5,17.08,"85,40",2.33
2025-03,ART-0135,19,13.12,"249,28",6.5
2025-03,ART-0136,18,24.38,"438,84",16.13
2025-03,ART-0137,5,20.98,"104,90",3.41
2025-03,ART-0138,11,16.11,"177,21",5.5
2025-03,ART-0139,18,16.27,"292,86",9.92
2025-03,ART-0140,4,19.04,"76,16",2.1
2025-03,ART-0141,5,18.55,"92,75",3.03
2025-03,ART-0143,8,19.19,"153,52",4.32
2025-03,ART-0144,9,19.35,"174,15",6.01
2025-03,ART-0145,16,23.94,"383,04",13.07
2025-03,ART-0147,11,26.28,"289,08",9.67
2025-03,ART-0148,28,28.5,"798,00",23.05
2025-03,ART-0149,12,16.64,"199,68",6.65
