report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-05,ART-0107,16,32.85,0.0,525.6,17.11
2025-05,ART-0108,5,19.43,0.0,97.15,3.47
2025-05,ART-0109,7,20.09,0.0,140.63,5.73
2025-05,ART-0110,29,11.43,0.0,331.47,10.27
2025-05,ART-0111,15,27.24,0.0,408.6,10.53
2025-05,ART-0112,4,18.07,0.0,72.28,2.19
2025-05,ART-0114,6,25.49,0.0,152.94,4.11
2025-05,ART-0115,6,19.12,0.0,114.72,3.9
2025-05,ART-0117,23,38.02,0.0,874.46,35.66
2025-05,ART-0118,6,15.39,0.0,92.34,2.87
2025-05,ART-0121,12,11.72,0.0,140.64,4.58
2025-05,ART-0122,12,23.12,0.0,277.44,10.22
2025-05,ART-0123,8,17.54,0.0,140.32,4.96
2025-05,ART-0124,18,11.34,0.0,204.12,5.87
2025-05,ART-0126,10,17.55,0.0,175.5,5.71
2025-05,ART-0128,8,9.9,0.0,79.2,2.97
2025-05,ART-0129,10,36.75,0.0,367.5,10.93
2025-05,ART-0130,10,50.83,0.0,508.3,17.7
2025-05,ART-0131,5,34.58,0.0,172.9,4.92
2025-05,ART-0132,7,30.84,0.0,215.88,7.79
2025-05,ART-0133,6,13.29,0.0,79.74,2.41
2025-05,ART-0134,5,17.17,0.0,85.85,2.54
2025-05,ART-0135,11,13.0,0.0,143.0,3.71
2025-05,ART-0136,15,24.42,0.0,366.3,11.93
2025-05,ART-0137,5,21.16,0.0,105.8,3.08
2025-05,ART-0138,11,15.82,0.0,174.02,4.53
2025-05,ART-0139,21,16.25,0.0,341.25,9.81
2025-05,ART-0140,3,19.07,0.0,57.21,1.81
2025-05,ART-0142,8,23.2,0.0,185.6,5.15
2025-05,ART-0143,11,18.85,0.0,207.35,6.14
2025-05,ART-0145,19,23.94,0.0,454.86,13.79
2025-05,ART-0146,5,11.73,0.0,58.65,1.34
2025-05,ART-0147,6,25.41,0.0,152.46,4.25
2025-05,ART-0148,46,27.88,0.0,1282.48,44.75
2025-05,ART-0149,7,16.75,0.0,117.25,3.8
