report_period,article_sku,quantity,unit_price,amount,freight
2025-02,ART-0070,10,43.71,453.59,15.19
2025-02,ART-0071,13,7.17,96.02,2.59
2025-02,ART-0073,10,19.11,198.26,6.59
2025-02,ART-0074,9,22.61,210.29,6.26
2025-02,ART-0075,5,40.83,211.32,6.6
2025-02,ART-0076,13,13.1,176.06,5.3
2025-02,ART-0077,6,14.74,91.15,2.5
2025-02,ART-0078,28,19.77,572.57,17.51
2025-02,ART-0079,5,13.45,69.6,2.16
2025-02,ART-0080,21,37.27,811.24,26.31
2025-02,ART-0081,4,14.51,59.63,1.46
2025-02,ART-0082,19,50.36,989.38,29.97
2025-02,ART-0084,13,15.77,211.05,5.56
2025-02,ART-0085,25,50.7,1302.71,32.43
2025-02,ART-0086,23,24.43,577.45,14.33
2025-02,ART-0087,5,28.06,145.54,4.83
2025-02,ART-0088,50,21.39,1107.69,35.17
2025-02,ART-0090,12,23.04,285.93,8.7
2025-02,ART-0091,38,20.15,787.29,19.88
2025-02,ART-0092,30,30.98,963.07,31.01
2025-02,ART-0093,9,13.84,128.93,4.02
2025-02,ART-0094,10,11.49,118.31,3.14
2025-02,ART-0095,23,13.51,320.26,8.78
2025-02,ART-0097,40,30.82,1280.91,44.31
2025-02,ART-0098,3,23.98,74.54,2.39
2025-02,ART-0099,4,24.39,101.19,3.34
2025-02,ART-0100,14,9.59,138.66,4.05
2025-02,ART-0101,16,23.14,383.91,12.59
2025-02,ART-0102,19,22.19,433.74,11.17
2025-02,ART-0103,11,14.07,159.57,4.42
2025-02,ART-0104,11,21.57,247.17,9.12
2025-02,ART-0105,8,7.19,59.42,1.75
2025-02,ART-0106,40,35.77,1483.98,48.98
2025-02,ART-0107,28,33.27,973.56,38.68
2025-02,ART-0109,14,20.1,291.12,8.95
2025-02,ART-0110,22,11.49,261.49,8.02
2025-02,ART-0111,13,27.8,373.02,10.7
2025-02,ART-0113,19,16.88,332.3,10.66
2025-02,ART-0114,7,25.74,185.42,4.83
2025-02,ART-0115,8,19.09,157.6,4.49
2025-02,ART-0116,16,13.18,216.44,5.12
2025-02,ART-0117,30,37.41,1158.36,33.21
2025-02,ART-0118,10,15.5,160.94,5.47
2025-02,ART-0119,7,34.67,249.59,6.35
2025-02,ART-0122,13,22.86,306.52,8.6
2025-02,ART-0123,7,17.85,128.79,3.54
2025-02,ART-0126,14,17.78,258.18,8.53
2025-02,ART-0127,11,18.56,210.97,6.27
2025-02,ART-0128,9,9.64,89.7,2.71
2025-02,ART-0129,18,36.33,676.53,20.8
2025-02,ART-0130,9,50.3,468.6,14.64
2025-02,ART-0131,6,34.06,211.83,6.88
2025-02,ART-0132,8,31.14,256.17,6.49
2025-02,ART-0134,6,17.23,107.18,3.5
2025-02,ART-0135,17,12.98,228.18,6.93
2025-02,ART-0136,13,24.59,330.09,9.6
2025-02,ART-0137,7,20.95,152.16,5.07
2025-02,ART-0139,22,16.14,364.03,8.24
2025-02,ART-0141,2,18.78,38.61,0.97
2025-02,ART-0142,5,23.13,120.02,4.02
2025-02,ART-0143,10,19.13,198.24,6.39
2025-02,ART-0144,18,19.17,359.7,13.48
2025-02,ART-0146,5,11.72,60.58,1.82
2025-02,ART-0147,9,25.65,237.96,6.55
2025-02,ART-0149,8,16.43,135.88,4.09
