report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-12,ART-0062,5,20.28,0.0,101.4,2.91
2025-12,ART-0063,11,15.47,0.0,170.17,6.73
2025-12,ART-0064,13,12.75,0.0,165.75,5.32
2025-12,ART-0065,10,33.06,0.0,330.6,10.03
2025-12,ART-0066,4,37.77,0.0,151.08,4.61
2025-12,ART-0067,11,14.0,0.0,154.0,5.66
2025-12,ART-0068,21,72.31,0.0,1518.51,46.98
2025-12,ART-0069,8,15.19,0.0,121.52,4.35
2025-12,ART-0070,4,43.43,0.0,173.72,5.03
2025-12,ART-0071,14,7.42,0.0,103.88,2.82
2025-12,ART-0072,20,23.15,0.0,463.0,11.76
2025-12,ART-0074,8,22.32,0.0,178.56,5.78
2025-12,ART-0076,15,13.12,0.0,196.8,6.46
2025-12,ART-0077,3,14.56,0.0,43.68,1.4
2025-12,ART-0078,20,20.07,0.0,401.4,12.81
2025-12,ART-0079,6,13.58,0.0,81.48,2.66
2025-12,ART-0080,9,37.06,0.0,333.54,8.91
2025-12,ART-0081,5,14.35,0.0,71.75,2.21
2025-12,ART-0082,13,49.81,0.0,647.53,24.34
2025-12,ART-0084,20,15.56,0.0,311.2,11.3
2025-12,ART-0085,31,50.66,0.0,1570.46,36.73
2025-12,ART-0086,18,24.85,0.0,447.3,15.38
2025-12,ART-0087,3,27.62,0.0,82.86,2.76
2025-12,ART-0088,17,21.34,0.0,362.78,11.27
2025-12,ART-0090,9,22.68,0.0,204.12,6.7
2025-12,ART-0092,12,30.7,0.0,368.4,11.53
2025-12,ART-0093,4,13.85,0.0,55.4,2.05
2025-12,ART-0094,8,11.22,0.0,89.76,2.92
2025-12,ART-0096,23,14.64,0.0,336.72,9.11
2025-12,ART-0097,19,31.18,0.0,592.42,17.48
2025-12,ART-0098,5,23.72,0.0,118.6,3.18
2025-12,ART-0099,3,24.1,0.0,72.3,2.25
2025-12,ART-0100,15,9.71,0.0,145.65,4.34
2025-12,ART-0101,24,22.93,0.0,550.32,12.74
2025-12,ART-0102,24,21.98,0.0,527.52,14.6
2025-12,ART-0103,15,13.96,0.0,209.4,5.93
2025-12,ART-0104,8,21.6,0.0,172.8,5.28
2025-12,ART-0106,28,35.23,0.0,986.44,31.15
2025-12,ART-0107,21,32.87,0.0,690.27,18.85
2025-12,ART-0108,8,19.02,0.0,152.16,4.39
2025-12,ART-0109,7,20.07,0.0,140.49,3.42
2025-12,ART-0110,29,11.4,0.0,330.6,9.99
2025-12,ART-0112,8,18.04,0.0,144.32,4.4
2025-12,ART-0113,23,17.06,0.0,392.38,13.4
2025-12,ART-0115,12,18.9,0.0,226.8,7.71
2025-12,ART-0118,10,15.24,0.0,152.4,5.33
2025-12,ART-0119,4,34.35,0.0,137.4,4.36
2025-12,ART-0120,17,10.56,0.0,179.52,7.12
2025-12,ART-0121,13,11.66,0.0,151.58,4.11
2025-12,ART-0122,12,22.66,0.0,271.92,8.26
2025-12,ART-0123,8,17.71,0.0,141.68,5.18
2025-12,ART-0124,13,11.5,0.0,149.5,5.14
2025-12,ART-0125,38,14.43,0.0,548.34,15.25
2025-12,ART-0127,12,18.83,0.0,225.96,7.91
2025-12,ART-0128,11,9.62,0.0,105.82,2.64
2025-12,ART-0129,12,36.28,0.0,435.36,13.64
2025-12,ART-0130,12,49.99,0.0,599.88,14.86
2025-12,ART-0132,5,31.02,0.0,155.1,5.04
2025-12,ART-0133,6,13.0,0.0,78.0,2.8
2025-12,ART-0134,7,17.47,0.0,122.29,2.99
2025-12,ART-0135,13,13.07,0.0,169.91,5.66
2025-12,ART-0136,16,23.96,0.0,383.36,13.74
2025-12,ART-0137,6,21.12,0.0,126.72,4.14
2025-12,ART-0138,12,16.0,0.0,192.0,6.31
2025-12,ART-0139,16,16.07,0.0,257.12,7.68
2025-12,ART-0140,3,19.12,0.0,57.36,1.84
2025-12,ART-0142,3,23.56,0.0,70.68,2.33
2025-12,ART-0143,7,19.07,0.0,133.49,3.29
2025-12,ART-0146,5,11.75,0.0,58.75,2.32
2025-12,ART-0147,14,26.37,0.0,369.18,9.19
2025-12,ART-0148,43,28.47,0.0,1224.21,40.79
2025-12,ART-0149,6,16.55,0.0,99.3,3.09
