report_period,article_sku,quantity,unit_price,amount,freight
12/2025,ART-0119,4,34.35,137.4,4.36
12/2025,ART-0120,17,10.56,179.52,7.12
12/2025,ART-0121,13,11.66,151.58,4.11
12/2025,ART-0122,12,22.66,271.92,8.26
12/2025,ART-0123,8,17.71,141.68,5.18
12/2025,ART-0124,13,11.5,149.5,5.14
12/2025,ART-0125,38,14.43,548.34,15.25
12/2025,ART-0127,12,18.83,225.96,7.91
12/2025,ART-0128,11,9.62,105.82,2.64
12/2025,ART-0129,12,36.28,435.36,13.64
12/2025,ART-0130,12,49.99,599.88,14.86
12/2025,ART-0132,5,31.02,155.1,5.04
12/2025,ART-0133,6,13.0,78.0,2.8
12/2025,ART-0134,7,17.47,122.29,2.99
12/2025,ART-0135,13,13.07,169.91,5.66
12/2025,ART-0136,16,23.96,383.36,13.74
12/2025,ART-0137,6,21.12,126.72,4.14
12/2025,ART-0138,12,16.0,192.0,6.31
12/2025,ART-0139,16,16.07,257.12,7.68
12/2025,ART-0140,3,19.12,57.36,1.84
12/2025,ART-0142,3,23.56,70.68,2.33
12/2025,ART-0143,7,19.07,133.49,3.29
12/2025,ART-0146,5,11.75,58.75,2.32
12/2025,ART-0147,14,26.37,369.18,9.19
12/2025,ART-0148,43,28.47,1224.21,40.79
12/2025,ART-0149,6,16.55,99.3,3.09
