freight,amount,unit_price,quantity,article_sku,report_period
6.53,171.93,15.63,11,ART-0063,2025-07
7.77,259.98,12.38,21,ART-0064,2025-07
18.12,555.9,32.7,17,ART-0065,2025-07
5.06,185.55,37.11,5,ART-0066,2025-07
6.72,169.92,14.16,12,ART-0067,2025-07
33.91,1305.0,72.5,18,ART-0068,2025-07
2.15,89.76,14.96,6,ART-0069,2025-07
7.52,217.0,43.4,5,ART-0070,2025-07
2.89,112.05,7.47,15,ART-0071,2025-07
11.29,373.28,23.33,16,ART-0072,2025-07
6.54,213.29,19.39,11,ART-0073,2025-07
3.62,113.5,22.7,5,ART-0074,2025-07
12.56,373.41,41.49,9,ART-0075,2025-07
3.81,106.96,13.37,8,ART-0076,2025-07
1.54,58.76,14.69,4,ART-0077,2025-07
13.87,528.12,19.56,27,ART-0078,2025-07
13.82,408.54,37.14,11,ART-0080,2025-07
1.46,58.44,14.61,4,ART-0081,2025-07
29.58,946.58,49.82,19,ART-0082,2025-07
9.84,312.46,18.38,17,ART-0083,2025-07
6.08,234.45,15.63,15,ART-0084,2025-07
12.93,414.63,24.39,17,ART-0086,2025-07
7.75,250.29,27.81,9,ART-0087,2025-07
18.92,544.0,21.76,25,ART-0088,2025-07
12.56,348.39,38.71,9,ART-0089,2025-07
4.9,182.08,22.76,8,ART-0090,2025-07
12.95,367.02,20.39,18,ART-0091,2025-07
16.51,463.95,30.93,15,ART-0092,2025-07
2.61,82.92,13.82,6,ART-0093,2025-07
7.41,259.92,13.68,19,ART-0095,2025-07
9.29,290.4,14.52,20,ART-0096,2025-07
22.27,962.24,31.04,31,ART-0097,2025-07
2.63,96.32,24.08,4,ART-0098,2025-07
2.77,86.04,9.56,9,ART-0100,2025-07
13.81,450.4,22.52,20,ART-0101,2025-07
9.34,371.96,21.88,17,ART-0102,2025-07
4.81,170.64,14.22,12,ART-0103,2025-07
8.11,234.63,21.33,11,ART-0104,2025-07
2.63,79.64,7.24,11,ART-0105,2025-07
19.71,575.84,35.99,16,ART-0106,2025-07
26.53,864.76,33.26,26,ART-0107,2025-07
4.15,113.52,18.92,6,ART-0108,2025-07
5.49,223.52,20.32,11,ART-0109,2025-07
9.43,289.75,11.59,25,ART-0110,2025-07
15.89,501.66,27.87,18,ART-0111,2025-07
3.67,126.77,18.11,7,ART-0112,2025-07
6.32,203.12,25.39,8,ART-0114,2025-07
3.02,94.65,18.93,5,ART-0115,2025-07
4.49,171.47,13.19,13,ART-0116,2025-07
26.78,1097.07,37.83,29,ART-0117,2025-07
4.76,143.73,15.97,9,ART-0118,2025-07
2.87,103.11,34.37,3,ART-0119,2025-07
5.19,203.3,10.7,19,ART-0120,2025-07
7.52,181.92,11.37,16,ART-0121,2025-07
7.85,232.0,23.2,10,ART-0122,2025-07
4.38,128.8,18.4,7,ART-0123,2025-07
3.45,138.12,11.51,12,ART-0124,2025-07
7.2,175.6,17.56,10,ART-0126,2025-07
6.75,202.4,18.4,11,ART-0127,2025-07
3.26,108.35,9.85,11,ART-0128,2025-07
13.37,367.3,36.73,10,ART-0129,2025-07
13.42,398.16,49.77,8,ART-0130,2025-07
6.14,204.24,34.04,6,ART-0131,2025-07
7.75,214.97,30.71,7,ART-0132,2025-07
2.64,79.56,13.26,6,ART-0133,2025-07
5.47,178.64,12.76,14,ART-0135,2025-07
16.08,601.25,24.05,25,ART-0136,2025-07
4.81,208.3,20.83,10,ART-0137,2025-07
4.51,111.3,15.9,7,ART-0138,2025-07
10.02,286.92,15.94,18,ART-0139,2025-07
2.39,75.76,18.94,4,ART-0140,2025-07
1.52,56.52,18.84,3,ART-0141,2025-07
2.28,70.68,23.56,3,ART-0142,2025-07
7.52,188.6,18.86,10,ART-0143,2025-07
7.54,228.6,19.05,12,ART-0144,2025-07
10.93,391.2,24.45,16,ART-0145,2025-07
1.32,46.76,11.69,4,ART-0146,2025-07
20.72,753.57,27.91,27,ART-0148,2025-07
2.81,100.38,16.73,6,ART-0149,2025-07
