report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-06,ART-0043,5,16.81,0.0,84.05,2.56
2025-06,ART-0044,37,11.78,0.0,435.86,12.67
2025-06,ART-0045,9,14.49,0.0,130.41,4.32
2025-06,ART-0046,10,23.87,0.0,238.7,7.81
2025-06,ART-0047,5,24.25,0.0,121.25,4.08
2025-06,ART-0048,18,14.7,0.0,264.6,6.76
2025-06,ART-0049,5,41.94,0.0,209.7,7.68
2025-06,ART-0050,12,33.21,0.0,398.52,13.18
2025-06,ART-0051,10,7.11,0.0,71.1,2.43
2025-06,ART-0052,4,21.0,0.0,84.0,2.96
2025-06,ART-0055,11,15.5,0.0,170.5,5.17
2025-06,ART-0056,19,29.16,0.0,554.04,19.9
2025-06,ART-0057,38,24.16,0.0,918.08,23.61
2025-06,ART-0058,16,39.57,0.0,633.12,22.23
2025-06,ART-0059,15,10.3,0.0,154.5,5.51
2025-06,ART-0060,37,10.26,0.0,379.62,13.67
2025-06,ART-0061,5,18.99,0.0,94.95,2.83
2025-06,ART-0062,7,20.41,0.0,142.87,4.61
2025-06,ART-0063,10,15.59,0.0,155.9,4.91
2025-06,ART-0064,12,12.54,0.0,150.48,5.43
2025-06,ART-0065,16,33.22,0.0,531.52,21.19
2025-06,ART-0066,6,37.29,0.0,223.74,7.85
2025-06,ART-0070,5,43.55,0.0,217.75,5.77
2025-06,ART-0071,15,7.45,0.0,111.75,3.22
2025-06,ART-0072,11,23.26,0.0,255.86,7.97
2025-06,ART-0073,10,19.34,0.0,193.4,4.9
2025-06,ART-0074,6,22.05,0.0,132.3,3.83
2025-06,ART-0075,6,40.67,0.0,244.02,6.87
2025-06,ART-0076,9,13.24,0.0,119.16,3.59
2025-06,ART-0077,6,14.54,0.0,87.24,3.11
2025-06,ART-0078,18,19.72,0.0,354.96,11.02
2025-06,ART-0079,5,13.72,0.0,68.6,2.05
2025-06,ART-0080,15,37.35,0.0,560.25,14.37
2025-06,ART-0083,30,18.17,0.0,545.1,14.48
2025-06,ART-0084,13,15.29,0.0,198.77,5.93
2025-06,ART-0085,22,50.92,0.0,1120.24,39.11
2025-06,ART-0086,15,24.96,0.0,374.4,13.06
2025-06,ART-0088,20,21.61,0.0,432.2,11.76
2025-06,ART-0089,11,39.39,0.0,433.29,12.99
2025-06,ART-0090,11,22.62,0.0,248.82,7.1
2025-06,ART-0091,18,20.4,0.0,367.2,11.71
2025-06,ART-0092,16,30.88,0.0,494.08,13.44
2025-06,ART-0093,8,13.84,0.0,110.72,3.39
2025-06,ART-0094,6,11.28,0.0,67.68,2.59
2025-06,ART-0095,14,13.79,0.0,193.06,6.78
2025-06,ART-0096,15,14.35,0.0,215.25,7.21
2025-06,ART-0097,27,30.81,0.0,831.87,27.64
2025-06,ART-0098,5,24.36,0.0,121.8,3.01
2025-06,ART-0099,3,24.41,0.0,73.23,2.54
2025-06,ART-0100,10,9.65,0.0,96.5,2.71
2025-06,ART-0101,23,22.49,0.0,517.27,12.3
2025-06,ART-0102,13,22.4,0.0,291.2,8.62
2025-06,ART-0105,7,7.17,0.0,50.19,1.66
2025-06,ART-0106,38,35.72,0.0,1357.36,47.6
2025-06,ART-0107,20,33.19,0.0,663.8,20.42
2025-06,ART-0109,4,20.15,0.0,80.6,2.3
2025-06,ART-0110,28,11.76,0.0,329.28,9.04
2025-06,ART-0111,14,27.97,0.0,391.58,12.17
2025-06,ART-0112,6,18.0,0.0,108.0,2.76
2025-06,ART-0113,19,16.83,0.0,319.77,11.72
2025-06,ART-0114,9,25.56,0.0,230.04,6.02
2025-06,ART-0115,6,18.91,0.0,113.46,4.27
2025-06,ART-0116,13,12.86,0.0,167.18,5.09
2025-06,ART-0117,31,37.59,0.0,1165.29,38.6
2025-06,ART-0118,9,15.38,0.0,138.42,5.14
2025-06,ART-0119,6,34.81,0.0,208.86,6.09
2025-06,ART-0120,21,10.62,0.0,223.02,7.69
2025-06,ART-0121,15,11.61,0.0,174.15,6.01
2025-06,ART-0122,7,22.78,0.0,159.46,5.49
2025-06,ART-0123,5,18.28,0.0,91.4,2.87
2025-06,ART-0124,25,11.58,0.0,289.5,9.43
2025-06,ART-0125,19,14.48,0.0,275.12,9.17
2025-06,ART-0126,8,17.01,0.0,136.08,2.93
2025-06,ART-0129,10,36.67,0.0,366.7,11.72
2025-06,ART-0130,7,49.43,0.0,346.01,11.53
2025-06,ART-0131,5,34.62,0.0,173.1,4.2
2025-06,ART-0133,5,13.2,0.0,66.0,2.31
2025-06,ART-0134,9,17.26,0.0,155.34,4.77
2025-06,ART-0135,19,13.1,0.0,248.9,7.65
2025-06,ART-0136,28,23.86,0.0,668.08,18.15
2025-06,ART-0137,11,21.05,0.0,231.55,6.6
2025-06,ART-0138,9,15.91,0.0,143.19,4.23
2025-06,ART-0139,12,16.25,0.0,195.0,5.83
2025-06,ART-0140,3,19.27,0.0,57.81,2.09
2025-06,ART-0141,4,18.77,0.0,75.08,2.42
2025-06,ART-0142,3,23.34,0.0,70.02,2.43
2025-06,ART-0143,8,18.96,0.0,151.68,3.97
2025-06,ART-0144,12,19.1,0.0,229.2,6.09
2025-06,ART-0145,19,24.43,0.0,464.17,14.86
2025-06,ART-0146,7,11.36,0.0,79.52,2.01
2025-06,ART-0147,9,25.59,0.0,230.31,7.8
2025-06,ART-0148,27,28.04,0.0,757.08,25.45
2025-06,ART-0149,9,16.72,0.0,150.48,4.25
