freight,amount,unit_price,quantity,article_sku,report_period
13.61,481.11,22.91,21,ART-0101,2025-08
8.18,264.84,22.07,12,ART-0102,2025-08
3.73,131.64,21.94,6,ART-0104,2025-08
2.62,80.41,7.31,11,ART-0105,2025-08
25.01,774.84,35.22,22,ART-0106,2025-08
2.81,76.92,19.23,4,ART-0108,2025-08
3.88,138.11,19.73,7,ART-0109,2025-08
8.9,269.1,11.7,23,ART-0110,2025-08
5.3,246.69,27.41,9,ART-0111,2025-08
2.74,71.76,17.94,4,ART-0112,2025-08
6.94,239.12,17.08,14,ART-0113,2025-08
4.05,177.24,25.32,7,ART-0114,2025-08
5.55,172.17,19.13,9,ART-0115,2025-08
3.09,77.1,12.85,6,ART-0116,2025-08
3.28,127.76,15.97,8,ART-0118,2025-08
6.53,206.58,34.43,6,ART-0119,2025-08
4.8,149.76,11.52,13,ART-0121,2025-08
6.13,209.07,23.23,9,ART-0122,2025-08
3.25,108.78,18.13,6,ART-0123,2025-08
8.04,258.06,11.73,22,ART-0124,2025-08
3.79,123.55,17.65,7,ART-0126,2025-08
6.49,222.84,18.57,12,ART-0127,2025-08
2.11,78.96,9.87,8,ART-0128,2025-08
8.26,324.36,36.04,9,ART-0129,2025-08
13.77,504.8,50.48,10,ART-0130,2025-08
4.11,139.48,34.87,4,ART-0131,2025-08
5.21,184.44,30.74,6,ART-0132,2025-08
5.75,188.76,17.16,11,ART-0134,2025-08
4.91,180.6,12.9,14,ART-0135,2025-08
11.77,343.84,24.56,14,ART-0136,2025-08
6.16,168.88,21.11,8,ART-0137,2025-08
3.4,126.8,15.85,8,ART-0138,2025-08
8.57,261.28,16.33,16,ART-0139,2025-08
3.41,92.1,18.42,5,ART-0141,2025-08
2.15,70.89,23.63,3,ART-0142,2025-08
6.71,210.54,19.14,11,ART-0143,2025-08
3.19,133.28,19.04,7,ART-0144,2025-08
11.15,387.04,24.19,16,ART-0145,2025-08
1.85,58.45,11.69,5,ART-0146,2025-08
8.02,254.0,25.4,10,ART-0147,2025-08
20.68,747.9,27.7,27,ART-0148,2025-08
2.16,82.45,16.49,5,ART-0149,2025-08
