report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-08,ART-0063,11,15.31,0.0,168.41,5.45
2025-08,ART-0064,12,12.59,0.0,151.08,4.71
2025-08,ART-0065,13,32.58,0.0,423.54,10.88
2025-08,ART-0066,6,37.74,0.0,226.44,5.66
2025-08,ART-0068,18,73.1,0.0,1315.8,45.7
2025-08,ART-0069,12,15.1,0.0,181.2,7.39
2025-08,ART-0070,7,42.78,0.0,299.46,10.81
2025-08,ART-0071,10,7.29,0.0,72.9,2.03
2025-08,ART-0072,18,23.54,0.0,423.72,14.2
2025-08,ART-0073,11,19.43,0.0,213.73,6.49
2025-08,ART-0075,6,41.24,0.0,247.44,9.22
2025-08,ART-0076,8,12.99,0.0,103.92,3.63
2025-08,ART-0077,6,14.63,0.0,87.78,3.04
2025-08,ART-0078,20,19.15,0.0,383.0,9.45
2025-08,ART-0079,6,13.66,0.0,81.96,1.81
2025-08,ART-0081,4,14.43,0.0,57.72,1.77
2025-08,ART-0082,12,50.18,0.0,602.16,24.21
2025-08,ART-0084,14,15.5,0.0,217.0,6.61
2025-08,ART-0086,13,24.48,0.0,318.24,13.29
2025-08,ART-0087,5,27.66,0.0,138.3,3.53
2025-08,ART-0088,24,21.28,0.0,510.72,12.38
2025-08,ART-0089,13,38.53,0.0,500.89,18.83
2025-08,ART-0090,7,23.09,0.0,161.63,4.42
2025-08,ART-0091,15,20.5,0.0,307.5,9.37
2025-08,ART-0092,33,31.05,0.0,1024.65,31.06
2025-08,ART-0094,10,11.21,0.0,112.1,4.07
2025-08,ART-0095,15,13.54,0.0,203.1,7.14
2025-08,ART-0096,11,14.78,0.0,162.58,5.0
2025-08,ART-0097,20,30.94,0.0,618.8,17.81
2025-08,ART-0099,3,24.53,0.0,73.59,2.52
2025-08,ART-0100,12,9.65,0.0,115.8,4.03
2025-08,ART-0101,21,22.91,0.0,481.11,13.61
2025-08,ART-0102,12,22.07,0.0,264.84,8.18
2025-08,ART-0104,6,21.94,0.0,131.64,3.73
2025-08,ART-0105,11,7.31,0.0,80.41,2.62
2025-08,ART-0106,22,35.22,0.0,774.84,25.01
2025-08,ART-0108,4,19.23,0.0,76.92,2.81
2025-08,ART-0109,7,19.73,0.0,138.11,3.88
2025-08,ART-0110,23,11.7,0.0,269.1,8.9
2025-08,ART-0111,9,27.41,0.0,246.69,5.3
2025-08,ART-0112,4,17.94,0.0,71.76,2.74
2025-08,ART-0113,14,17.08,0.0,239.12,6.94
2025-08,ART-0114,7,25.32,0.0,177.24,4.05
2025-08,ART-0115,9,19.13,0.0,172.17,5.55
2025-08,ART-0116,6,12.85,0.0,77.1,3.09
2025-08,ART-0118,8,15.97,0.0,127.76,3.28
2025-08,ART-0119,6,34.43,0.0,206.58,6.53
2025-08,ART-0121,13,11.52,0.0,149.76,4.8
2025-08,ART-0122,9,23.23,0.0,209.07,6.13
2025-08,ART-0123,6,18.13,0.0,108.78,3.25
2025-08,ART-0124,22,11.73,0.0,258.06,8.04
2025-08,ART-0126,7,17.65,0.0,123.55,3.79
2025-08,ART-0127,12,18.57,0.0,222.84,6.49
2025-08,ART-0128,8,9.87,0.0,78.96,2.11
2025-08,ART-0129,9,36.04,0.0,324.36,8.26
2025-08,ART-0130,10,50.48,0.0,504.8,13.77
2025-08,ART-0131,4,34.87,0.0,139.48,4.11
2025-08,ART-0132,6,30.74,0.0,184.44,5.21
2025-08,ART-0134,11,17.16,0.0,188.76,5.75
2025-08,ART-0135,14,12.9,0.0,180.6,4.91
2025-08,ART-0136,14,24.56,0.0,343.84,11.77
2025-08,ART-0137,8,21.11,0.0,168.88,6.16
2025-08,ART-0138,8,15.85,0.0,126.8,3.4
2025-08,ART-0139,16,16.33,0.0,261.28,8.57
2025-08,ART-0141,5,18.42,0.0,92.1,3.41
2025-08,ART-0142,3,23.63,0.0,70.89,2.15
2025-08,ART-0143,11,19.14,0.0,210.54,6.71
2025-08,ART-0144,7,19.04,0.0,133.28,3.19
2025-08,ART-0145,16,24.19,0.0,387.04,11.15
2025-08,ART-0146,5,11.69,0.0,58.45,1.85
2025-08,ART-0147,10,25.4,0.0,254.0,8.02
2025-08,ART-0148,27,27.7,0.0,747.9,20.68
2025-08,ART-0149,5,16.49,0.0,82.45,2.16
