report_period,article_sku,quantity,unit_price,amount,freight
07/2025,ART-0045,5,14.25,71.25,2.21
07/2025,ART-0046,13,23.92,310.96,12.66
07/2025,ART-0047,7,24.4,170.8,6.22
07/2025,ART-0049,7,42.6,298.2,10.18
07/2025,ART-0050,9,32.94,296.46,8.48
07/2025,ART-0051,15,7.31,109.65,2.66
07/2025,ART-0052,5,21.06,105.3,4.17
07/2025,ART-0053,17,15.22,258.74,8.78
07/2025,ART-0054,20,15.83,316.6,9.17
07/2025,ART-0057,22,24.02,528.44,18.03
07/2025,ART-0059,17,10.31,175.27,6.34
07/2025,ART-0060,31,10.24,317.44,9.35
07/2025,ART-0061,10,19.73,197.3,6.84
07/2025,ART-0062,7,20.69,144.83,5.51
07/2025,ART-0063,11,15.63,171.93,6.53
07/2025,ART-0064,21,12.38,259.98,7.77
07/2025,ART-0065,17,32.7,555.9,18.12
07/2025,ART-0066,5,37.11,185.55,5.06
07/2025,ART-0067,12,14.16,169.92,6.72
07/2025,ART-0068,18,72.5,1305.0,33.91
07/2025,ART-0069,6,14.96,89.76,2.15
07/2025,ART-0070,5,43.4,217.0,7.52
07/2025,ART-0071,15,7.47,112.05,2.89
07/2025,ART-0072,16,23.33,373.28,11.29
07/2025,ART-0073,11,19.39,213.29,6.54
07/2025,ART-0074,5,22.7,113.5,3.62
07/2025,ART-0075,9,41.49,373.41,12.56
07/2025,ART-0076,8,13.37,106.96,3.81
07/2025,ART-0077,4,14.69,58.76,1.54
07/2025,ART-0078,27,19.56,528.12,13.87
07/2025,ART-0080,11,37.14,408.54,13.82
07/2025,ART-0081,4,14.61,58.44,1.46
07/2025,ART-0082,19,49.82,946.58,29.58
07/2025,ART-0083,17,18.38,312.46,9.84
07/2025,ART-0084,15,15.63,234.45,6.08
07/2025,ART-0086,17,24.39,414.63,12.93
07/2025,ART-0087,9,27.81,250.29,7.75
07/2025,ART-0088,25,21.76,544.0,18.92
07/2025,ART-0089,9,38.71,348.39,12.56
07/2025,ART-0090,8,22.76,182.08,4.9
07/2025,ART-0091,18,20.39,367.02,12.95
07/2025,ART-0092,15,30.93,463.95,16.51
07/2025,ART-0093,6,13.82,82.92,2.61
07/2025,ART-0095,19,13.68,259.92,7.41
07/2025,ART-0096,20,14.52,290.4,9.29
07/2025,ART-0097,31,31.04,962.24,22.27
07/2025,ART-0098,4,24.08,96.32,2.63
07/2025,ART-0100,9,9.56,86.04,2.77
07/2025,ART-0101,20,22.52,450.4,13.81
07/2025,ART-0102,17,21.88,371.96,9.34
07/2025,ART-0103,12,14.22,170.64,4.81
07/2025,ART-0104,11,21.33,234.63,8.11
07/2025,ART-0105,11,7.24,79.64,2.63
07/2025,ART-0106,16,35.99,575.84,19.71
07/2025,ART-0107,26,33.26,864.76,26.53
07/2025,ART-0108,6,18.92,113.52,4.15
07/2025,ART-0109,11,20.32,223.52,5.49
07/2025,ART-0110,25,11.59,289.75,9.43
07/2025,ART-0111,18,27.87,501.66,15.89
07/2025,ART-0112,7,18.11,126.77,3.67
07/2025,ART-0114,8,25.39,203.12,6.32
07/2025,ART-0115,5,18.93,94.65,3.02
07/2025,ART-0116,13,13.19,171.47,4.49
07/2025,ART-0117,29,37.83,1097.07,26.78
07/2025,ART-0118,9,15.97,143.73,4.76
07/2025,ART-0119,3,34.37,103.11,2.87
07/2025,ART-0120,19,10.7,203.3,5.19
07/2025,ART-0121,16,11.37,181.92,7.52
07/2025,ART-0122,10,23.2,232.0,7.85
07/2025,ART-0123,7,18.4,128.8,4.38
07/2025,ART-0124,12,11.51,138.12,3.45
07/2025,ART-0126,10,17.56,175.6,7.2
07/2025,ART-0127,11,18.4,202.4,6.75
07/2025,ART-0128,11,9.85,108.35,3.26
07/2025,ART-0129,10,36.73,367.3,13.37
07/2025,ART-0130,8,49.77,398.16,13.42
07/2025,ART-0131,6,34.04,204.24,6.14
07/2025,ART-0132,7,30.71,214.97,7.75
07/2025,ART-0133,6,13.26,79.56,2.64
07/2025,ART-0135,14,12.76,178.64,5.47
07/2025,ART-0136,25,24.05,601.25,16.08
07/2025,ART-0137,10,20.83,208.3,4.81
07/2025,ART-0138,7,15.9,111.3,4.51
07/2025,ART-0139,18,15.94,286.92,10.02
07/2025,ART-0140,4,18.94,75.76,2.39
07/2025,ART-0141,3,18.84,56.52,1.52
07/2025,ART-0142,3,23.56,70.68,2.28
07/2025,ART-0143,10,18.86,188.6,7.52
07/2025,ART-0144,12,19.05,228.6,7.54
07/2025,ART-0145,16,24.45,391.2,10.93
07/2025,ART-0146,4,11.69,46.76,1.32
07/2025,ART-0148,27,27.91,753.57,20.72
07/2025,ART-0149,6,16.73,100.38,2.81
