report_period,article_sku,quantity,unit_price,amount,freight
2025-02,ART-0059,24,10.43,"250,32",8.32
2025-02,ART-0060,30,10.24,"307,20",9.07
2025-02,ART-0061,7,19.31,"135,17",4.6
2025-02,ART-0062,9,20.3,"182,70",5.83
2025-02,ART-0063,14,15.71,"219,94",5.79
2025-02,ART-0064,18,12.47,"224,46",6.25
2025-02,ART-0065,12,32.94,"395,28",10.86
2025-02,ART-0066,4,37.17,"148,68",3.78
2025-02,ART-0067,12,13.73,"164,76",5.45
2025-02,ART-0068,16,72.59,"1 161,44",38.55
2025-02,ART-0069,13,15.4,"200,20",6.7
2025-02,ART-0070,10,43.71,"437,10",15.19
2025-02,ART-0071,13,7.17,"93,21",2.59
2025-02,ART-0073,10,19.11,"191,10",6.59
2025-02,ART-0074,9,22.61,"203,49",6.26
2025-02,ART-0075,5,40.83,"204,15",6.6
2025-02,ART-0076,13,13.1,"170,30",5.3
2025-02,ART-0077,6,14.74,"88,44",2.5
2025-02,ART-0078,28,19.77,"553,56",17.51
2025-02,ART-0079,5,13.45,"67,25",2.16
2025-02,ART-0080,21,37.27,"782,67",26.31
2025-02,ART-0081,4,14.51,"58,04",1.46
2025-02,ART-0082,19,50.36,"956,84",29.97
2025-02,ART-0084,13,15.77,"205,01",5.56
2025-02,ART-0085,25,50.7,"1 267,50",32.43
2025-02,ART-0086,23,24.43,"561,89",14.33
2025-02,ART-0087,5,28.06,"140,30",4.83
2025-02,ART-0088,50,21.39,"1 069,50",35.17
2025-02,ART-0090,12,23.04,"276,48",8.7
2025-02,ART-0091,38,20.15,"765,70",19.88
2025-02,ART-0092,30,30.98,"929,40",31.01
2025-02,ART-0093,9,13.84,"124,56",4.02
2025-02,ART-0094,10,11.49,"114,90",3.14
2025-02,ART-0095,23,13.51,"310,73",8.78
2025-02,ART-0097,40,30.82,"1 232,80",44.31
2025-02,ART-0098,3,23.98,"71,94",2.39
2025-02,ART-0099,4,24.39,"97,56",3.34
2025-02,ART-0100,14,9.59,"134,26",4.05
2025-02,ART-0101,16,23.14,"370,24",12.59
2025-02,ART-0102,19,22.19,"421,61",11.17
2025-02,ART-0103,11,14.07,"154,77",4.42
2025-02,ART-0104,11,21.57,"237,27",9.12
2025-02,ART-0105,8,7.19,"57,52",1.75
2025-02,ART-0106,40,35.77,"1 430,80",48.98
2025-02,ART-0107,28,33.27,"931,56",38.68
2025-02,ART-0109,14,20.1,"281,40",8.95
2025-02,ART-0110,22,11.49,"252,78",8.02
2025-02,ART-0111,13,27.8,"361,40",10.7
2025-02,ART-0113,19,16.88,"320,72",10.66
2025-02,ART-0114,7,25.74,"180,18",4.83
2025-02,ART-0115,8,19.09,"152,72",4.49
2025-02,ART-0116,16,13.18,"210,88",5.12
2025-02,ART-0117,30,37.41,"1 122,30",33.21
2025-02,ART-0118,10,15.5,"155,00",5.47
2025-02,ART-0119,7,34.67,"242,69",6.35
2025-02,ART-0122,13,22.86,"297,18",8.6
2025-02,ART-0123,7,17.85,"124,95",3.54
2025-02,ART-0126,14,17.78,"248,92",8.53
2025-02,ART-0127,11,18.56,"204,16",6.27
2025-02,ART-0128,9,9.64,"86,76",2.71
2025-02,ART-0129,18,36.33,"653,94",20.8
2025-02,ART-0130,9,50.3,"452,70",14.64
2025-02,ART-0131,6,34.06,"204,36",6.88
2025-02,ART-0132,8,31.14,"249,12",6.49
2025-02,ART-0134,6,17.23,"103,38",3.5
2025-02,ART-0135,17,12.98,"220,66",6.93
2025-02,ART-0136,13,24.59,"319,67",9.6
2025-02,ART-0137,7,20.95,"146,65",5.07
2025-02,ART-0139,22,16.14,"355,08",8.24
2025-02,ART-0141,2,18.78,"37,56",0.97
2025-02,ART-0142,5,23.13,"115,65",4.02
2025-02,ART-0143,10,19.13,"191,30",6.39
2025-02,ART-0144,18,19.17,"345,06",13.48
2025-02,ART-0146,5,11.72,"58,60",1.82
2025-02,ART-0147,9,25.65,"230,85",6.55
2025-02,ART-0149,8,16.43,"131,44",4.09
